instance,goal,adm_result,stb_result
exp_acyclic_indvary1_step8_batch_yyy10.pl,d5,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,d5,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,c4,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,t3,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,t6,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,p1,yes,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,x4,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,p4,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,x3,no,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,t2,yes,no
exp_acyclic_indvary2_step1_batch_yyy01.pl,b5,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,d5,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,s3,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,b3,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,p5,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,x7,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,r4,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,z3,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,w3,no,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,u2,yes,no
exp_acyclic_indvary2_step1_batch_yyy02.pl,t1,yes,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,u6,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,t5,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,y4,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,s5,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,c5,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,e4,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,v4,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,v6,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,u1,no,no
exp_acyclic_indvary2_step1_batch_yyy03.pl,f1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy04.pl,c3,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,q6,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,x3,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,c5,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,q4,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,v4,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,y2,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,r7,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,q7,no,no
exp_acyclic_indvary2_step1_batch_yyy04.pl,x4,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,s3,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,y4,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,v2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy05.pl,u7,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,x7,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,x2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy05.pl,r5,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,a2,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,s2,no,no
exp_acyclic_indvary2_step1_batch_yyy05.pl,b1,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,q5,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,c2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy06.pl,y3,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,t2,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,u3,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,s1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy06.pl,z3,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,r7,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,y4,no,no
exp_acyclic_indvary2_step1_batch_yyy06.pl,v7,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,d5,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,a6,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,e1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy07.pl,c5,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,y3,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,w4,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,q1,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,w3,no,no
exp_acyclic_indvary2_step1_batch_yyy07.pl,c3,yes,yes
exp_acyclic_indvary2_step1_batch_yyy07.pl,t4,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,w2,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,s2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy08.pl,y5,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,a6,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,b3,yes,yes
exp_acyclic_indvary2_step1_batch_yyy08.pl,y4,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,z4,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,r5,no,no
exp_acyclic_indvary2_step1_batch_yyy08.pl,r2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy08.pl,a1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy09.pl,z6,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,t3,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,u5,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,d5,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,w2,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,e5,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,b6,no,no
exp_acyclic_indvary2_step1_batch_yyy09.pl,a1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy09.pl,u2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy09.pl,q1,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,w7,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,f1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy10.pl,d3,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,u7,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,x2,yes,yes
exp_acyclic_indvary2_step1_batch_yyy10.pl,u3,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,r7,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,y5,no,no
exp_acyclic_indvary2_step1_batch_yyy10.pl,c1,yes,yes
exp_acyclic_indvary2_step1_batch_yyy10.pl,z2,yes,yes
exp_acyclic_indvary2_step2_batch_yyy01.pl,u6,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,t4,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,b2,yes,yes
exp_acyclic_indvary2_step2_batch_yyy01.pl,y4,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,p3,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,f3,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,u2,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,r2,yes,yes
exp_acyclic_indvary2_step2_batch_yyy01.pl,r7,no,no
exp_acyclic_indvary2_step2_batch_yyy01.pl,a1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy02.pl,v2,yes,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,x7,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,z4,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,q1,yes,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,p4,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,x3,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,v6,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,f1,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,x4,no,no
exp_acyclic_indvary2_step2_batch_yyy02.pl,w3,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,d5,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,y4,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,p4,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,z1,yes,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,w6,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,c6,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,f4,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,r3,yes,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,q7,no,no
exp_acyclic_indvary2_step2_batch_yyy03.pl,f2,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,t4,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,b2,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,y4,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,f1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy04.pl,v5,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,c2,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,e4,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,t7,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,no,no
exp_acyclic_indvary2_step2_batch_yyy04.pl,a3,yes,yes
exp_acyclic_indvary2_step2_batch_yyy05.pl,t4,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,z6,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,f1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy05.pl,v5,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,w1,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,e3,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,e2,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,q7,no,no
exp_acyclic_indvary2_step2_batch_yyy05.pl,b3,yes,yes
exp_acyclic_indvary2_step2_batch_yyy05.pl,v7,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,c3,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,y4,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,v6,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,w1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy06.pl,b5,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,z3,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,p7,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,p5,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,e2,no,no
exp_acyclic_indvary2_step2_batch_yyy06.pl,r3,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,t5,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,y4,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,v5,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,a4,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,z4,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,u3,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,t1,yes,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,p6,no,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,r2,yes,no
exp_acyclic_indvary2_step2_batch_yyy07.pl,a1,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,d5,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,v7,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,u1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy08.pl,c5,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,x2,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,a3,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,q7,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,x5,no,no
exp_acyclic_indvary2_step2_batch_yyy08.pl,z2,yes,yes
exp_acyclic_indvary2_step2_batch_yyy08.pl,b5,no,no
exp_acyclic_indvary2_step2_batch_yyy09.pl,c3,yes,yes
exp_acyclic_indvary2_step2_batch_yyy09.pl,f1,no,no
exp_acyclic_indvary2_step2_batch_yyy09.pl,f3,no,no
exp_acyclic_indvary2_step2_batch_yyy09.pl,r1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy09.pl,q3,yes,yes
exp_acyclic_indvary2_step2_batch_yyy09.pl,p1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy09.pl,z4,no,no
exp_acyclic_indvary2_step2_batch_yyy09.pl,r5,no,no
exp_acyclic_indvary2_step2_batch_yyy09.pl,u3,no,no
exp_acyclic_indvary2_step2_batch_yyy09.pl,e3,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,t5,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,z6,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,s4,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,e1,yes,yes
exp_acyclic_indvary2_step2_batch_yyy10.pl,x3,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,v6,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,c5,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,q4,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,c1,no,no
exp_acyclic_indvary2_step2_batch_yyy10.pl,a3,yes,yes
exp_acyclic_indvary2_step3_batch_yyy01.pl,d5,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,s3,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,u7,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,x7,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,v1,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,r2,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,p7,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,d4,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,q7,no,no
exp_acyclic_indvary2_step3_batch_yyy01.pl,y5,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,e1,yes,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,v5,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,z4,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,c1,yes,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,b6,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,u2,yes,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,y5,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,x4,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,t4,no,no
exp_acyclic_indvary2_step3_batch_yyy02.pl,s3,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,v2,yes,yes
exp_acyclic_indvary2_step3_batch_yyy03.pl,d4,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,v1,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,v4,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,q2,yes,yes
exp_acyclic_indvary2_step3_batch_yyy03.pl,c5,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,c2,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,a5,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,y1,no,no
exp_acyclic_indvary2_step3_batch_yyy03.pl,r1,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,u5,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,d4,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,u7,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,x7,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,f5,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,p3,yes,yes
exp_acyclic_indvary2_step3_batch_yyy04.pl,v4,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,q3,no,no
exp_acyclic_indvary2_step3_batch_yyy04.pl,t1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy04.pl,w3,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,r6,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,b1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy05.pl,w1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy05.pl,q7,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,z6,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,b2,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,v4,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,e3,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,a2,no,no
exp_acyclic_indvary2_step3_batch_yyy05.pl,w3,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,t4,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,x3,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,t3,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,a5,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,w1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy06.pl,b5,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,z3,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,r3,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,q7,no,no
exp_acyclic_indvary2_step3_batch_yyy06.pl,q2,yes,yes
exp_acyclic_indvary2_step3_batch_yyy07.pl,y4,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,q5,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,w1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy07.pl,f3,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,r4,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,q1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy07.pl,z5,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,v2,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,a4,no,no
exp_acyclic_indvary2_step3_batch_yyy07.pl,w6,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,d5,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,t5,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,w7,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,a4,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,r5,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,u3,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,r2,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,y6,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,p4,no,no
exp_acyclic_indvary2_step3_batch_yyy08.pl,x3,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,b1,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,r5,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,a3,yes,yes
exp_acyclic_indvary2_step3_batch_yyy09.pl,a1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy09.pl,f2,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,v1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy09.pl,p3,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,c1,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,c6,no,no
exp_acyclic_indvary2_step3_batch_yyy09.pl,z2,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,w2,yes,yes
exp_acyclic_indvary2_step3_batch_yyy10.pl,u3,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,p1,yes,yes
exp_acyclic_indvary2_step3_batch_yyy10.pl,p7,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,p5,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,c2,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,t6,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,d1,no,no
exp_acyclic_indvary2_step3_batch_yyy10.pl,u2,yes,yes
exp_acyclic_indvary2_step3_batch_yyy10.pl,t1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy01.pl,p4,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,e5,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,d3,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,s1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy01.pl,t5,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,s3,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,r3,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,d1,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,x4,no,no
exp_acyclic_indvary2_step4_batch_yyy01.pl,w3,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,u5,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,c3,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,z6,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,p7,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,w5,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,r3,yes,yes
exp_acyclic_indvary2_step4_batch_yyy02.pl,p1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy02.pl,a2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy02.pl,u3,no,no
exp_acyclic_indvary2_step4_batch_yyy02.pl,r4,no,no
exp_acyclic_indvary2_step4_batch_yyy03.pl,b2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy03.pl,d3,no,no
exp_acyclic_indvary2_step4_batch_yyy03.pl,w6,no,no
exp_acyclic_indvary2_step4_batch_yyy03.pl,c1,no,no
exp_acyclic_indvary2_step4_batch_yyy03.pl,s1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy03.pl,q3,yes,yes
exp_acyclic_indvary2_step4_batch_yyy03.pl,b6,no,no
exp_acyclic_indvary2_step4_batch_yyy03.pl,y5,no,no
exp_acyclic_indvary2_step4_batch_yyy03.pl,a2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy03.pl,w3,no,no
exp_acyclic_indvary2_step4_batch_yyy04.pl,t5,no,no
exp_acyclic_indvary2_step4_batch_yyy04.pl,a6,no,no
exp_acyclic_indvary2_step4_batch_yyy04.pl,r5,no,no
exp_acyclic_indvary2_step4_batch_yyy04.pl,v1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy04.pl,x6,no,no
exp_acyclic_indvary2_step4_batch_yyy04.pl,q1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy04.pl,w2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy04.pl,u1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy04.pl,a2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy04.pl,x4,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,p5,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,t3,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,t6,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,a4,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,v4,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,f4,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,x6,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,p1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy05.pl,a6,no,no
exp_acyclic_indvary2_step4_batch_yyy05.pl,w7,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,d5,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,p7,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,v5,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,b1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy06.pl,p3,yes,yes
exp_acyclic_indvary2_step4_batch_yyy06.pl,f3,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,e3,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,a3,yes,yes
exp_acyclic_indvary2_step4_batch_yyy06.pl,r7,no,no
exp_acyclic_indvary2_step4_batch_yyy06.pl,d1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy07.pl,w2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy07.pl,u4,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,z1,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,v1,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,s1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy07.pl,z3,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,s4,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,y4,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,t2,no,no
exp_acyclic_indvary2_step4_batch_yyy07.pl,t7,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,u6,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,f5,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,f3,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,t7,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,v4,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,s7,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,y2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy08.pl,x6,no,no
exp_acyclic_indvary2_step4_batch_yyy08.pl,r3,yes,yes
exp_acyclic_indvary2_step4_batch_yyy08.pl,t1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy09.pl,e1,no,no
exp_acyclic_indvary2_step4_batch_yyy09.pl,s5,no,no
exp_acyclic_indvary2_step4_batch_yyy09.pl,c5,no,no
exp_acyclic_indvary2_step4_batch_yyy09.pl,x7,no,no
exp_acyclic_indvary2_step4_batch_yyy09.pl,e3,no,no
exp_acyclic_indvary2_step4_batch_yyy09.pl,p2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy09.pl,y2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy09.pl,r2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy09.pl,b6,no,no
exp_acyclic_indvary2_step4_batch_yyy09.pl,a1,yes,yes
exp_acyclic_indvary2_step4_batch_yyy10.pl,t5,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,z6,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,p7,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,z4,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,c1,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,r7,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,u2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy10.pl,x4,no,no
exp_acyclic_indvary2_step4_batch_yyy10.pl,y2,yes,yes
exp_acyclic_indvary2_step4_batch_yyy10.pl,x1,yes,yes
exp_acyclic_indvary2_step5_batch_yyy01.pl,d3,no,no
exp_acyclic_indvary2_step5_batch_yyy01.pl,u7,no,no
exp_acyclic_indvary2_step5_batch_yyy01.pl,e4,no,no
exp_acyclic_indvary2_step5_batch_yyy01.pl,f3,no,no
exp_acyclic_indvary2_step5_batch_yyy01.pl,t2,no,no
