instance,goal,defences
exp_acyclic_indvary2_step1_batch_yyy03.pl,u1,
exp_acyclic_indvary2_step1_batch_yyy03.pl,f1,[c1 e1 f1 a2 d2 e2 b3]
exp_acyclic_indvary2_step1_batch_yyy04.pl,c3,
exp_acyclic_indvary2_step1_batch_yyy04.pl,q6,
exp_acyclic_indvary2_step1_batch_yyy04.pl,x3,
exp_acyclic_indvary2_step1_batch_yyy04.pl,c5,
exp_acyclic_indvary2_step1_batch_yyy04.pl,q4,
exp_acyclic_indvary2_step1_batch_yyy04.pl,v4,
exp_acyclic_indvary2_step1_batch_yyy04.pl,y2,
exp_acyclic_indvary2_step1_batch_yyy04.pl,r7,
exp_acyclic_indvary2_step1_batch_yyy04.pl,q7,
exp_acyclic_indvary2_step1_batch_yyy04.pl,x4,
exp_acyclic_indvary2_step1_batch_yyy05.pl,s3,
exp_acyclic_indvary2_step1_batch_yyy05.pl,y4,
exp_acyclic_indvary2_step1_batch_yyy05.pl,v2,[e1 a1 f1 c2 e2 f2 b3]
exp_acyclic_indvary2_step1_batch_yyy05.pl,u7,
exp_acyclic_indvary2_step1_batch_yyy05.pl,x7,
exp_acyclic_indvary2_step1_batch_yyy05.pl,x2,[e1 a1 f1 c2 e2 f2 b3]
exp_acyclic_indvary2_step1_batch_yyy05.pl,r5,
exp_acyclic_indvary2_step1_batch_yyy05.pl,a2,
exp_acyclic_indvary2_step1_batch_yyy05.pl,s2,
exp_acyclic_indvary2_step1_batch_yyy05.pl,b1,
exp_acyclic_indvary2_step1_batch_yyy06.pl,q5,
exp_acyclic_indvary2_step1_batch_yyy06.pl,c2,[b1 d1 e1 a2 b2 c2 a3 a1 d2]
exp_acyclic_indvary2_step1_batch_yyy06.pl,y3,
exp_acyclic_indvary2_step1_batch_yyy06.pl,t2,
exp_acyclic_indvary2_step1_batch_yyy06.pl,u3,
exp_acyclic_indvary2_step1_batch_yyy06.pl,s1,[b1 d1 e1 a2 b2 c2 a3 a1 d2]
exp_acyclic_indvary2_step1_batch_yyy06.pl,z3,
exp_acyclic_indvary2_step1_batch_yyy06.pl,r7,
exp_acyclic_indvary2_step1_batch_yyy06.pl,y4,
exp_acyclic_indvary2_step1_batch_yyy06.pl,v7,
exp_acyclic_indvary2_step1_batch_yyy07.pl,d5,
exp_acyclic_indvary2_step1_batch_yyy07.pl,a6,
exp_acyclic_indvary2_step1_batch_yyy07.pl,e1,[c1 d1 e1 a2 b2 d2 b3 c3]
exp_acyclic_indvary2_step1_batch_yyy07.pl,c5,
exp_acyclic_indvary2_step1_batch_yyy07.pl,y3,
exp_acyclic_indvary2_step1_batch_yyy07.pl,w4,
exp_acyclic_indvary2_step1_batch_yyy07.pl,q1,
exp_acyclic_indvary2_step1_batch_yyy07.pl,w3,
exp_acyclic_indvary2_step1_batch_yyy07.pl,c3,[c1 d1 e1 a2 b2 d2 b3 c3]
exp_acyclic_indvary2_step1_batch_yyy07.pl,t4,
exp_acyclic_indvary2_step1_batch_yyy08.pl,w2,
exp_acyclic_indvary2_step1_batch_yyy08.pl,s2,[a1 b1 f2 c3 d1 b2 c2 b3]
exp_acyclic_indvary2_step1_batch_yyy08.pl,y5,
exp_acyclic_indvary2_step1_batch_yyy08.pl,a6,
exp_acyclic_indvary2_step1_batch_yyy08.pl,b3,[a1 b1 f2 b3 c3 d1 b2 c2]
exp_acyclic_indvary2_step1_batch_yyy08.pl,y4,
exp_acyclic_indvary2_step1_batch_yyy08.pl,z4,
exp_acyclic_indvary2_step1_batch_yyy08.pl,r5,
exp_acyclic_indvary2_step1_batch_yyy08.pl,r2,[a1 b1 f2 c3 d1 b2 c2 b3]
exp_acyclic_indvary2_step1_batch_yyy08.pl,a1,[a1 b1 f2 c3 d1 b2 c2 b3]
exp_acyclic_indvary2_step1_batch_yyy09.pl,z6,
exp_acyclic_indvary2_step1_batch_yyy09.pl,t3,
exp_acyclic_indvary2_step1_batch_yyy09.pl,u5,
exp_acyclic_indvary2_step1_batch_yyy09.pl,d5,
exp_acyclic_indvary2_step1_batch_yyy09.pl,w2,
exp_acyclic_indvary2_step1_batch_yyy09.pl,e5,
exp_acyclic_indvary2_step1_batch_yyy09.pl,b6,
exp_acyclic_indvary2_step1_batch_yyy09.pl,a1,[a1 c1 d1 e2 a2 c2 d2 c3]
exp_acyclic_indvary2_step1_batch_yyy09.pl,u2,[a1 c1 d1 a2 c2 d2 e2 c3]
exp_acyclic_indvary2_step1_batch_yyy09.pl,q1,
exp_acyclic_indvary2_step1_batch_yyy10.pl,w7,
exp_acyclic_indvary2_step1_batch_yyy10.pl,f1,[a1 c1 d1 f1 a2 e1 f2 a3]
exp_acyclic_indvary2_step1_batch_yyy10.pl,d3,
exp_acyclic_indvary2_step1_batch_yyy10.pl,u7,
exp_acyclic_indvary2_step1_batch_yyy10.pl,x2,[a1 c1 d1 e1 f1 a2 f2 a3;a1 c1 d1 b1 d2 e2 c3]
exp_acyclic_indvary2_step1_batch_yyy10.pl,u3,
exp_acyclic_indvary2_step1_batch_yyy10.pl,r7,
exp_acyclic_indvary2_step1_batch_yyy10.pl,y5,
exp_acyclic_indvary2_step1_batch_yyy10.pl,c1,[a1 c1 d1 e1 f1 a2 f2 a3;a1 c1 d1 b1 d2 e2 c3]
exp_acyclic_indvary2_step1_batch_yyy10.pl,z2,[a1 c1 d1 e1 f1 a2 f2 a3;a1 c1 d1 b1 d2 e2 c3]
exp_acyclic_indvary2_step2_batch_yyy01.pl,u6,
exp_acyclic_indvary2_step2_batch_yyy01.pl,t4,
exp_acyclic_indvary2_step2_batch_yyy01.pl,b2,[b1 a2 b2 d2 a1 a3]
exp_acyclic_indvary2_step2_batch_yyy01.pl,y4,
exp_acyclic_indvary2_step2_batch_yyy01.pl,p3,
exp_acyclic_indvary2_step2_batch_yyy01.pl,f3,
exp_acyclic_indvary2_step2_batch_yyy01.pl,u2,
exp_acyclic_indvary2_step2_batch_yyy01.pl,r2,[b1 a2 b2 d2 a1 a3]
exp_acyclic_indvary2_step2_batch_yyy01.pl,r7,
exp_acyclic_indvary2_step2_batch_yyy01.pl,a1,[a1 b1 a2 b2 d2 a3]
exp_acyclic_indvary2_step2_batch_yyy02.pl,v2,
exp_acyclic_indvary2_step2_batch_yyy02.pl,x7,
exp_acyclic_indvary2_step2_batch_yyy02.pl,z4,
exp_acyclic_indvary2_step2_batch_yyy02.pl,q1,
exp_acyclic_indvary2_step2_batch_yyy02.pl,p4,
exp_acyclic_indvary2_step2_batch_yyy02.pl,x3,
exp_acyclic_indvary2_step2_batch_yyy02.pl,v6,
exp_acyclic_indvary2_step2_batch_yyy02.pl,f1,
exp_acyclic_indvary2_step2_batch_yyy02.pl,x4,
exp_acyclic_indvary2_step2_batch_yyy02.pl,w3,
exp_acyclic_indvary2_step2_batch_yyy03.pl,d5,
exp_acyclic_indvary2_step2_batch_yyy03.pl,y4,
exp_acyclic_indvary2_step2_batch_yyy03.pl,p4,
exp_acyclic_indvary2_step2_batch_yyy03.pl,z1,
exp_acyclic_indvary2_step2_batch_yyy03.pl,w6,
exp_acyclic_indvary2_step2_batch_yyy03.pl,c6,
exp_acyclic_indvary2_step2_batch_yyy03.pl,f4,
exp_acyclic_indvary2_step2_batch_yyy03.pl,r3,
exp_acyclic_indvary2_step2_batch_yyy03.pl,q7,
exp_acyclic_indvary2_step2_batch_yyy03.pl,f2,
exp_acyclic_indvary2_step2_batch_yyy04.pl,t4,
exp_acyclic_indvary2_step2_batch_yyy04.pl,b2,
exp_acyclic_indvary2_step2_batch_yyy04.pl,y4,
exp_acyclic_indvary2_step2_batch_yyy04.pl,f1,[f1 f2 b3 d2 e2 a3 c3]
exp_acyclic_indvary2_step2_batch_yyy04.pl,v5,
exp_acyclic_indvary2_step2_batch_yyy04.pl,c2,
exp_acyclic_indvary2_step2_batch_yyy04.pl,e4,
exp_acyclic_indvary2_step2_batch_yyy04.pl,t7,
exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,
exp_acyclic_indvary2_step2_batch_yyy04.pl,a3,[f2 a3 b3 c3 f1 d2 e2]
exp_acyclic_indvary2_step2_batch_yyy05.pl,t4,
exp_acyclic_indvary2_step2_batch_yyy05.pl,z6,
exp_acyclic_indvary2_step2_batch_yyy05.pl,f1,[d1 f1 c2 d2 f2 a3 b3]
exp_acyclic_indvary2_step2_batch_yyy05.pl,v5,
exp_acyclic_indvary2_step2_batch_yyy05.pl,w1,
exp_acyclic_indvary2_step2_batch_yyy05.pl,e3,
exp_acyclic_indvary2_step2_batch_yyy05.pl,e2,
exp_acyclic_indvary2_step2_batch_yyy05.pl,q7,
exp_acyclic_indvary2_step2_batch_yyy05.pl,b3,[d1 f1 c2 d2 f2 a3 b3]
exp_acyclic_indvary2_step2_batch_yyy05.pl,v7,
exp_acyclic_indvary2_step2_batch_yyy06.pl,c3,
exp_acyclic_indvary2_step2_batch_yyy06.pl,y4,
exp_acyclic_indvary2_step2_batch_yyy06.pl,v6,
exp_acyclic_indvary2_step2_batch_yyy06.pl,w1,[a1 d1 e1 f1 b2 d2 a3 b3 a2]
exp_acyclic_indvary2_step2_batch_yyy06.pl,b5,
exp_acyclic_indvary2_step2_batch_yyy06.pl,z3,
exp_acyclic_indvary2_step2_batch_yyy06.pl,p7,
exp_acyclic_indvary2_step2_batch_yyy06.pl,p5,
exp_acyclic_indvary2_step2_batch_yyy06.pl,e2,
exp_acyclic_indvary2_step2_batch_yyy06.pl,r3,
exp_acyclic_indvary2_step2_batch_yyy07.pl,t5,
exp_acyclic_indvary2_step2_batch_yyy07.pl,y4,
exp_acyclic_indvary2_step2_batch_yyy07.pl,v5,
exp_acyclic_indvary2_step2_batch_yyy07.pl,a4,
exp_acyclic_indvary2_step2_batch_yyy07.pl,z4,
exp_acyclic_indvary2_step2_batch_yyy07.pl,u3,
exp_acyclic_indvary2_step2_batch_yyy07.pl,t1,
exp_acyclic_indvary2_step2_batch_yyy07.pl,p6,
exp_acyclic_indvary2_step2_batch_yyy07.pl,r2,
exp_acyclic_indvary2_step2_batch_yyy07.pl,a1,
exp_acyclic_indvary2_step2_batch_yyy08.pl,d5,
exp_acyclic_indvary2_step2_batch_yyy08.pl,v7,
exp_acyclic_indvary2_step2_batch_yyy08.pl,u1,[a1 d1 f1 e2 f2 b3]
exp_acyclic_indvary2_step2_batch_yyy08.pl,c5,
exp_acyclic_indvary2_step2_batch_yyy08.pl,x2,
exp_acyclic_indvary2_step2_batch_yyy08.pl,a3,
exp_acyclic_indvary2_step2_batch_yyy08.pl,q7,
exp_acyclic_indvary2_step2_batch_yyy08.pl,x5,
exp_acyclic_indvary2_step2_batch_yyy08.pl,z2,[a1 d1 f1 e2 f2 b3]
exp_acyclic_indvary2_step2_batch_yyy08.pl,b5,
exp_acyclic_indvary2_step2_batch_yyy09.pl,c3,[c1 d1 d2 a3 c3 b1 e1 a2]
exp_acyclic_indvary2_step2_batch_yyy09.pl,f1,
exp_acyclic_indvary2_step2_batch_yyy09.pl,f3,
exp_acyclic_indvary2_step2_batch_yyy09.pl,r1,[c1 d1 d2 a3 b1 e1 a2 c3]
exp_acyclic_indvary2_step2_batch_yyy09.pl,q3,[c1 d1 d2 a3 b1 e1 a2 c3]
exp_acyclic_indvary2_step2_batch_yyy09.pl,p1,[c1 d1 d2 a3 b1 e1 a2 c3]
exp_acyclic_indvary2_step2_batch_yyy09.pl,z4,
exp_acyclic_indvary2_step2_batch_yyy09.pl,r5,
exp_acyclic_indvary2_step2_batch_yyy09.pl,u3,
exp_acyclic_indvary2_step2_batch_yyy09.pl,e3,
exp_acyclic_indvary2_step2_batch_yyy10.pl,t5,
exp_acyclic_indvary2_step2_batch_yyy10.pl,z6,
exp_acyclic_indvary2_step2_batch_yyy10.pl,s4,
exp_acyclic_indvary2_step2_batch_yyy10.pl,e1,[a1 e1 c3 b1 a3]
exp_acyclic_indvary2_step2_batch_yyy10.pl,x3,
exp_acyclic_indvary2_step2_batch_yyy10.pl,v6,
exp_acyclic_indvary2_step2_batch_yyy10.pl,c5,
exp_acyclic_indvary2_step2_batch_yyy10.pl,q4,
exp_acyclic_indvary2_step2_batch_yyy10.pl,c1,
exp_acyclic_indvary2_step2_batch_yyy10.pl,a3,[a1 b1 e1 a3 c3]
exp_acyclic_indvary2_step3_batch_yyy01.pl,d5,
exp_acyclic_indvary2_step3_batch_yyy01.pl,s3,
exp_acyclic_indvary2_step3_batch_yyy01.pl,u7,
exp_acyclic_indvary2_step3_batch_yyy01.pl,x7,
exp_acyclic_indvary2_step3_batch_yyy01.pl,v1,
exp_acyclic_indvary2_step3_batch_yyy01.pl,r2,
exp_acyclic_indvary2_step3_batch_yyy01.pl,p7,
exp_acyclic_indvary2_step3_batch_yyy01.pl,d4,
exp_acyclic_indvary2_step3_batch_yyy01.pl,q7,
exp_acyclic_indvary2_step3_batch_yyy01.pl,y5,
exp_acyclic_indvary2_step3_batch_yyy02.pl,e1,
exp_acyclic_indvary2_step3_batch_yyy02.pl,v5,
exp_acyclic_indvary2_step3_batch_yyy02.pl,z4,
exp_acyclic_indvary2_step3_batch_yyy02.pl,c1,
exp_acyclic_indvary2_step3_batch_yyy02.pl,b6,
exp_acyclic_indvary2_step3_batch_yyy02.pl,u2,
exp_acyclic_indvary2_step3_batch_yyy02.pl,y5,
exp_acyclic_indvary2_step3_batch_yyy02.pl,x4,
exp_acyclic_indvary2_step3_batch_yyy02.pl,t4,
exp_acyclic_indvary2_step3_batch_yyy02.pl,s3,
exp_acyclic_indvary2_step3_batch_yyy03.pl,v2,[a1 e1 d2 f2 a3]
exp_acyclic_indvary2_step3_batch_yyy03.pl,d4,
exp_acyclic_indvary2_step3_batch_yyy03.pl,v1,
exp_acyclic_indvary2_step3_batch_yyy03.pl,v4,
exp_acyclic_indvary2_step3_batch_yyy03.pl,q2,[a1 e1 d2 f2 a3]
exp_acyclic_indvary2_step3_batch_yyy03.pl,c5,
exp_acyclic_indvary2_step3_batch_yyy03.pl,c2,
exp_acyclic_indvary2_step3_batch_yyy03.pl,a5,
exp_acyclic_indvary2_step3_batch_yyy03.pl,y1,
exp_acyclic_indvary2_step3_batch_yyy03.pl,r1,
exp_acyclic_indvary2_step3_batch_yyy04.pl,u5,
exp_acyclic_indvary2_step3_batch_yyy04.pl,d4,
exp_acyclic_indvary2_step3_batch_yyy04.pl,u7,
exp_acyclic_indvary2_step3_batch_yyy04.pl,x7,
exp_acyclic_indvary2_step3_batch_yyy04.pl,f5,
exp_acyclic_indvary2_step3_batch_yyy04.pl,p3,[b1 c2 d1 e1 d2 a3]
exp_acyclic_indvary2_step3_batch_yyy04.pl,v4,
exp_acyclic_indvary2_step3_batch_yyy04.pl,q3,
exp_acyclic_indvary2_step3_batch_yyy04.pl,t1,[b1 c2 d1 e1 d2 a3]
exp_acyclic_indvary2_step3_batch_yyy04.pl,w3,
exp_acyclic_indvary2_step3_batch_yyy05.pl,r6,
exp_acyclic_indvary2_step3_batch_yyy05.pl,b1,[b1 e1 f2 a3]
exp_acyclic_indvary2_step3_batch_yyy05.pl,w1,[e1 a3 b1 f2]
exp_acyclic_indvary2_step3_batch_yyy05.pl,q7,
exp_acyclic_indvary2_step3_batch_yyy05.pl,z6,
exp_acyclic_indvary2_step3_batch_yyy05.pl,b2,
exp_acyclic_indvary2_step3_batch_yyy05.pl,v4,
exp_acyclic_indvary2_step3_batch_yyy05.pl,e3,
exp_acyclic_indvary2_step3_batch_yyy05.pl,a2,
exp_acyclic_indvary2_step3_batch_yyy05.pl,w3,
exp_acyclic_indvary2_step3_batch_yyy06.pl,t4,
exp_acyclic_indvary2_step3_batch_yyy06.pl,x3,
exp_acyclic_indvary2_step3_batch_yyy06.pl,t3,
exp_acyclic_indvary2_step3_batch_yyy06.pl,a5,
exp_acyclic_indvary2_step3_batch_yyy06.pl,w1,[d1 d2 e2 c3 b1 f2]
exp_acyclic_indvary2_step3_batch_yyy06.pl,b5,
exp_acyclic_indvary2_step3_batch_yyy06.pl,z3,
exp_acyclic_indvary2_step3_batch_yyy06.pl,r3,
exp_acyclic_indvary2_step3_batch_yyy06.pl,q7,
exp_acyclic_indvary2_step3_batch_yyy06.pl,q2,[d1 d2 e2 c3 b1 f2]
exp_acyclic_indvary2_step3_batch_yyy07.pl,y4,
exp_acyclic_indvary2_step3_batch_yyy07.pl,q5,
exp_acyclic_indvary2_step3_batch_yyy07.pl,w1,[c1 a2 c2 e2 b3 f1]
exp_acyclic_indvary2_step3_batch_yyy07.pl,f3,
exp_acyclic_indvary2_step3_batch_yyy07.pl,r4,
exp_acyclic_indvary2_step3_batch_yyy07.pl,q1,[c1 a2 c2 e2 b3 f1]
exp_acyclic_indvary2_step3_batch_yyy07.pl,z5,
exp_acyclic_indvary2_step3_batch_yyy07.pl,v2,
exp_acyclic_indvary2_step3_batch_yyy07.pl,a4,
exp_acyclic_indvary2_step3_batch_yyy07.pl,w6,
exp_acyclic_indvary2_step3_batch_yyy08.pl,d5,
exp_acyclic_indvary2_step3_batch_yyy08.pl,t5,
exp_acyclic_indvary2_step3_batch_yyy08.pl,w7,
exp_acyclic_indvary2_step3_batch_yyy08.pl,a4,
exp_acyclic_indvary2_step3_batch_yyy08.pl,r5,
exp_acyclic_indvary2_step3_batch_yyy08.pl,u3,
exp_acyclic_indvary2_step3_batch_yyy08.pl,r2,
exp_acyclic_indvary2_step3_batch_yyy08.pl,y6,
exp_acyclic_indvary2_step3_batch_yyy08.pl,p4,
exp_acyclic_indvary2_step3_batch_yyy08.pl,x3,
exp_acyclic_indvary2_step3_batch_yyy09.pl,b1,
exp_acyclic_indvary2_step3_batch_yyy09.pl,r5,
exp_acyclic_indvary2_step3_batch_yyy09.pl,a3,[a1 c2 a3 b3 c3]
exp_acyclic_indvary2_step3_batch_yyy09.pl,a1,[a1 c2 a3 b3 c3]
exp_acyclic_indvary2_step3_batch_yyy09.pl,f2,
exp_acyclic_indvary2_step3_batch_yyy09.pl,v1,[a1 c2 a3 b3 c3]
exp_acyclic_indvary2_step3_batch_yyy09.pl,p3,
exp_acyclic_indvary2_step3_batch_yyy09.pl,c1,
exp_acyclic_indvary2_step3_batch_yyy09.pl,c6,
exp_acyclic_indvary2_step3_batch_yyy09.pl,z2,
exp_acyclic_indvary2_step3_batch_yyy10.pl,w2,[b1 c1 a2 b3 c3]
exp_acyclic_indvary2_step3_batch_yyy10.pl,u3,
exp_acyclic_indvary2_step3_batch_yyy10.pl,p1,[b1 c1 a2 b3 c3]
exp_acyclic_indvary2_step3_batch_yyy10.pl,p7,
exp_acyclic_indvary2_step3_batch_yyy10.pl,p5,
exp_acyclic_indvary2_step3_batch_yyy10.pl,c2,
exp_acyclic_indvary2_step3_batch_yyy10.pl,t6,
exp_acyclic_indvary2_step3_batch_yyy10.pl,d1,
exp_acyclic_indvary2_step3_batch_yyy10.pl,u2,[b1 c1 a2 b3 c3]
exp_acyclic_indvary2_step3_batch_yyy10.pl,t1,[b1 c1 a2 b3 c3]
exp_acyclic_indvary2_step4_batch_yyy01.pl,p4,
exp_acyclic_indvary2_step4_batch_yyy01.pl,e5,
exp_acyclic_indvary2_step4_batch_yyy01.pl,d3,
exp_acyclic_indvary2_step4_batch_yyy01.pl,s1,[e1 f1 b2 c2 a3]
exp_acyclic_indvary2_step4_batch_yyy01.pl,t5,
exp_acyclic_indvary2_step4_batch_yyy01.pl,s3,
exp_acyclic_indvary2_step4_batch_yyy01.pl,r3,
exp_acyclic_indvary2_step4_batch_yyy01.pl,d1,
exp_acyclic_indvary2_step4_batch_yyy01.pl,x4,
exp_acyclic_indvary2_step4_batch_yyy01.pl,w3,
exp_acyclic_indvary2_step4_batch_yyy02.pl,u5,
exp_acyclic_indvary2_step4_batch_yyy02.pl,c3,
exp_acyclic_indvary2_step4_batch_yyy02.pl,z6,
exp_acyclic_indvary2_step4_batch_yyy02.pl,p7,
exp_acyclic_indvary2_step4_batch_yyy02.pl,w5,
exp_acyclic_indvary2_step4_batch_yyy02.pl,r3,[a1 d1 f1 a2 b3]
exp_acyclic_indvary2_step4_batch_yyy02.pl,p1,[a1 d1 f1 a2 b3]
exp_acyclic_indvary2_step4_batch_yyy02.pl,a2,[a1 d1 f1 a2 b3]
exp_acyclic_indvary2_step4_batch_yyy02.pl,u3,
exp_acyclic_indvary2_step4_batch_yyy02.pl,r4,
exp_acyclic_indvary2_step4_batch_yyy03.pl,b2,[b1 a2 b2 c2 e2 f2 a3]
exp_acyclic_indvary2_step4_batch_yyy03.pl,d3,
exp_acyclic_indvary2_step4_batch_yyy03.pl,w6,
exp_acyclic_indvary2_step4_batch_yyy03.pl,c1,
exp_acyclic_indvary2_step4_batch_yyy03.pl,s1,[b1 a2 b2 c2 e2 f2 a3]
exp_acyclic_indvary2_step4_batch_yyy03.pl,q3,[b1 a2 b2 c2 e2 f2 a3]
exp_acyclic_indvary2_step4_batch_yyy03.pl,b6,
exp_acyclic_indvary2_step4_batch_yyy03.pl,y5,
exp_acyclic_indvary2_step4_batch_yyy03.pl,a2,[b1 a2 b2 c2 e2 f2 a3]
exp_acyclic_indvary2_step4_batch_yyy03.pl,w3,
exp_acyclic_indvary2_step4_batch_yyy04.pl,t5,
exp_acyclic_indvary2_step4_batch_yyy04.pl,a6,
exp_acyclic_indvary2_step4_batch_yyy04.pl,r5,
exp_acyclic_indvary2_step4_batch_yyy04.pl,v1,[a3 f1 a2 c2 f2]
exp_acyclic_indvary2_step4_batch_yyy04.pl,x6,
exp_acyclic_indvary2_step4_batch_yyy04.pl,q1,[a3 f1 a2 c2 f2]
exp_acyclic_indvary2_step4_batch_yyy04.pl,w2,[a3 f1 a2 c2 f2]
exp_acyclic_indvary2_step4_batch_yyy04.pl,u1,[a3 f1 a2 c2 f2]
exp_acyclic_indvary2_step4_batch_yyy04.pl,a2,[f1 a2 c2 f2 a3]
exp_acyclic_indvary2_step4_batch_yyy04.pl,x4,
exp_acyclic_indvary2_step4_batch_yyy05.pl,p5,
exp_acyclic_indvary2_step4_batch_yyy05.pl,t3,
exp_acyclic_indvary2_step4_batch_yyy05.pl,t6,
exp_acyclic_indvary2_step4_batch_yyy05.pl,a4,
exp_acyclic_indvary2_step4_batch_yyy05.pl,v4,
exp_acyclic_indvary2_step4_batch_yyy05.pl,f4,
exp_acyclic_indvary2_step4_batch_yyy05.pl,x6,
exp_acyclic_indvary2_step4_batch_yyy05.pl,p1,[a1 c1 e1 f1 c2 b3]
exp_acyclic_indvary2_step4_batch_yyy05.pl,a6,
exp_acyclic_indvary2_step4_batch_yyy05.pl,w7,
exp_acyclic_indvary2_step4_batch_yyy06.pl,d5,
exp_acyclic_indvary2_step4_batch_yyy06.pl,p7,
exp_acyclic_indvary2_step4_batch_yyy06.pl,v5,
exp_acyclic_indvary2_step4_batch_yyy06.pl,b1,[b1 d1 e1 c2 a3 c3 f1]
exp_acyclic_indvary2_step4_batch_yyy06.pl,p3,[b1 d1 e1 c2 a3 c3 f1]
exp_acyclic_indvary2_step4_batch_yyy06.pl,f3,
exp_acyclic_indvary2_step4_batch_yyy06.pl,e3,
exp_acyclic_indvary2_step4_batch_yyy06.pl,a3,[b1 d1 e1 c2 a3 c3 f1]
exp_acyclic_indvary2_step4_batch_yyy06.pl,r7,
exp_acyclic_indvary2_step4_batch_yyy06.pl,d1,[b1 d1 e1 c2 a3 c3 f1]
exp_acyclic_indvary2_step4_batch_yyy07.pl,w2,[b1 f1 a2 a3]
exp_acyclic_indvary2_step4_batch_yyy07.pl,u4,
exp_acyclic_indvary2_step4_batch_yyy07.pl,z1,
exp_acyclic_indvary2_step4_batch_yyy07.pl,v1,
exp_acyclic_indvary2_step4_batch_yyy07.pl,s1,[b1 f1 a2 a3]
exp_acyclic_indvary2_step4_batch_yyy07.pl,z3,
exp_acyclic_indvary2_step4_batch_yyy07.pl,s4,
exp_acyclic_indvary2_step4_batch_yyy07.pl,y4,
exp_acyclic_indvary2_step4_batch_yyy07.pl,t2,
exp_acyclic_indvary2_step4_batch_yyy07.pl,t7,
exp_acyclic_indvary2_step4_batch_yyy08.pl,u6,
exp_acyclic_indvary2_step4_batch_yyy08.pl,f5,
exp_acyclic_indvary2_step4_batch_yyy08.pl,f3,
exp_acyclic_indvary2_step4_batch_yyy08.pl,t7,
exp_acyclic_indvary2_step4_batch_yyy08.pl,v4,
exp_acyclic_indvary2_step4_batch_yyy08.pl,s7,
exp_acyclic_indvary2_step4_batch_yyy08.pl,y2,[f1 a3 c3 a2]
exp_acyclic_indvary2_step4_batch_yyy08.pl,x6,
exp_acyclic_indvary2_step4_batch_yyy08.pl,r3,[f1 a3 c3 a2]
exp_acyclic_indvary2_step4_batch_yyy08.pl,t1,[f1 a3 c3 a2]
exp_acyclic_indvary2_step4_batch_yyy09.pl,e1,
exp_acyclic_indvary2_step4_batch_yyy09.pl,s5,
exp_acyclic_indvary2_step4_batch_yyy09.pl,c5,
exp_acyclic_indvary2_step4_batch_yyy09.pl,x7,
exp_acyclic_indvary2_step4_batch_yyy09.pl,e3,
exp_acyclic_indvary2_step4_batch_yyy09.pl,p2,[b1 a2 b2 e2 f2 a1]
exp_acyclic_indvary2_step4_batch_yyy09.pl,y2,[b1 a2 b2 e2 f2 a1]
exp_acyclic_indvary2_step4_batch_yyy09.pl,r2,[b1 a2 b2 e2 f2 a1]
exp_acyclic_indvary2_step4_batch_yyy09.pl,b6,
exp_acyclic_indvary2_step4_batch_yyy09.pl,a1,[a1 b1 a2 b2 e2 f2]
exp_acyclic_indvary2_step4_batch_yyy10.pl,t5,
exp_acyclic_indvary2_step4_batch_yyy10.pl,z6,
exp_acyclic_indvary2_step4_batch_yyy10.pl,p7,
exp_acyclic_indvary2_step4_batch_yyy10.pl,z4,
exp_acyclic_indvary2_step4_batch_yyy10.pl,c1,
exp_acyclic_indvary2_step4_batch_yyy10.pl,r7,
exp_acyclic_indvary2_step4_batch_yyy10.pl,u2,[a1 b1 a2 b2 c2 d2 f2]
exp_acyclic_indvary2_step4_batch_yyy10.pl,x4,
exp_acyclic_indvary2_step4_batch_yyy10.pl,y2,[a1 b1 a2 b2 c2 d2 f2]
exp_acyclic_indvary2_step4_batch_yyy10.pl,x1,[a1 b1 a2 b2 c2 d2 f2]
exp_acyclic_indvary2_step5_batch_yyy01.pl,d3,
exp_acyclic_indvary2_step5_batch_yyy01.pl,u7,
exp_acyclic_indvary2_step5_batch_yyy01.pl,e4,
exp_acyclic_indvary2_step5_batch_yyy01.pl,f3,
exp_acyclic_indvary2_step5_batch_yyy01.pl,t2,
exp_acyclic_indvary2_step5_batch_yyy01.pl,v4,
exp_acyclic_indvary2_step5_batch_yyy01.pl,a3,
exp_acyclic_indvary2_step5_batch_yyy01.pl,y6,
exp_acyclic_indvary2_step5_batch_yyy01.pl,s2,[b1 c1 e1 f1]
exp_acyclic_indvary2_step5_batch_yyy01.pl,z1,[b1 c1 e1 f1]
exp_acyclic_indvary2_step5_batch_yyy02.pl,s3,
exp_acyclic_indvary2_step5_batch_yyy02.pl,v7,
exp_acyclic_indvary2_step5_batch_yyy02.pl,v2,[d1 f1 a2 e2 b3]
exp_acyclic_indvary2_step5_batch_yyy02.pl,w1,[d1 f1 a2 e2 b3]
exp_acyclic_indvary2_step5_batch_yyy02.pl,r4,
exp_acyclic_indvary2_step5_batch_yyy02.pl,p2,
exp_acyclic_indvary2_step5_batch_yyy02.pl,d1,[d1 f1 a2 e2 b3]
exp_acyclic_indvary2_step5_batch_yyy02.pl,q2,[d1 f1 a2 e2 b3]
exp_acyclic_indvary2_step5_batch_yyy02.pl,b6,
exp_acyclic_indvary2_step5_batch_yyy02.pl,a1,
exp_acyclic_indvary2_step5_batch_yyy03.pl,u6,
exp_acyclic_indvary2_step5_batch_yyy03.pl,p5,
